Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
554,20,79,63,68,5.6,1
555,16,60,82,82,4.0,1
556,20,74,88,77,4.4,1
557,22,96,67,77,6.1,1
558,22,91,100,80,6.7,1
559,20,67,74,63,2.9,1
560,21,66,57,69,5.7,1
561,20,100,92,100,8.0,1
562,22,74,88,77,4.8,1
563,18,49,70,72,2.8,1
564,19,68,62,34,2.7,1
565,17,96,86,73,4.7,1
566,18,100,81,90,7.1,1
567,20,89,76,74,4.9,1
568,21,90,69,77,5.4,1
569,16,70,64,59,3.0,1
570,20,78,100,100,7.0,1
571,21,60,70,63,2.7,1
572,19,77,72,70,4.0,1
573,20,95,97,93,6.3,1
574,22,59,61,44,0.9,1
575,16,72,100,62,5.3,1
576,21,69,76,72,2.9,1
577,21,69,84,71,5.0,1
578,21,72,83,85,4.3,1
579,19,100,100,100,9.2,1
580,20,82,68,44,4.2,1
581,19,100,100,97,8.7,1
582,17,90,94,94,6.2,1
583,17,45,69,46,3.4,1
584,20,90,79,83,5.7,1
585,22,72,69,78,4.4,1
586,19,97,75,77,5.5,1
587,16,80,82,66,3.6,1
588,21,97,100,100,8.4,1
589,21,100,100,69,6.9,1
590,20,86,65,84,5.1,1
591,22,100,97,100,8.5,1
592,17,84,74,89,5.1,1
593,17,100,85,77,7.2,1
594,21,95,100,91,5.1,1
595,20,80,87,64,5.8,1
596,19,69,79,70,4.8,1
597,17,89,72,63,5.2,1
598,19,63,89,84,5.3,1
599,22,76,94,58,3.7,1
600,17,78,72,82,4.2,1
601,17,53,71,54,4.6,1
602,18,77,79,73,5.5,1
603,17,94,72,94,4.9,1
604,16,83,93,80,7.3,1
605,20,95,81,96,6.7,1
606,20,66,63,80,4.6,1
607,19,95,96,77,7.8,1
608,22,100,100,99,8.7,1
609,17,48,45,67,0.9,1
610,16,100,100,81,6.9,1
611,19,67,72,59,3.6,1
612,18,77,97,88,6.6,1
613,19,88,100,87,7.5,1
614,19,77,65,47,3.2,1
615,17,51,53,50,1.3,1
616,18,85,78,79,6.7,1
617,19,82,86,75,5.3,1
618,16,60,49,28,1.7,0
619,16,100,100,100,10.1,1
620,20,81,100,64,6.2,1
621,18,74,70,91,6.3,1
622,18,97,100,100,7.7,1
623,20,81,88,45,3.8,1
624,19,90,76,91,5.3,1
625,18,63,80,58,2.4,1
626,16,68,57,79,3.8,1
627,16,81,94,90,5.8,1
628,17,52,54,39,1.7,0
629,18,77,46,57,3.7,1
630,19,74,56,81,3.1,1
631,20,79,77,63,5.3,1
632,20,100,94,85,6.1,1
633,19,92,81,75,6.5,1
634,22,92,87,77,7.0,1
635,21,100,100,90,7.7,1
636,17,69,91,100,6.2,1
637,20,100,100,100,8.8,1
638,18,80,74,64,5.2,1
639,17,92,86,75,4.7,1
640,18,95,81,61,6.2,1
641,22,78,59,47,4.6,1
642,16,100,98,99,8.7,1
643,17,87,99,96,7.3,1
644,20,100,85,100,6.5,1
645,17,68,73,80,5.3,1
646,17,77,56,70,4.2,1
647,17,91,85,79,6.4,1
648,21,43,63,67,2.7,1
649,17,100,86,80,8.1,1
650,18,79,71,65,4.6,1
651,16,78,68,65,5.6,1
652,22,55,62,58,3.2,1
653,19,96,100,75,6.4,1
654,17,76,72,60,4.1,1
655,20,92,67,75,6.3,1
656,17,92,91,86,6.5,1
657,20,63,83,81,3.7,1
658,18,85,44,64,2.8,1
659,20,100,86,87,8.1,1
660,19,68,77,77,4.6,1
661,16,83,78,78,5.4,1
662,20,86,98,82,6.0,1
663,20,56,57,59,2.5,1
664,16,100,93,99,5.9,1
665,19,70,96,77,5.2,1
666,17,69,57,61,3.7,1
667,20,50,69,52,2.7,1
668,16,84,80,92,6.2,1
669,18,100,66,75,7.3,1
670,16,86,85,92,5.4,1
671,18,59,63,36,2.1,1
672,19,53,43,75,2.9,1
673,17,68,65,78,4.1,1
674,16,100,91,88,8.1,1
675,22,80,83,63,4.5,1
676,22,69,52,83,4.1,1
677,21,58,55,74,1.7,1
678,20,72,39,60,3.7,1
679,19,51,64,66,2.5,1
680,16,60,64,73,3.0,1
681,22,100,72,82,5.2,1
682,20,77,88,70,4.2,1
683,22,91,69,91,8.4,1
684,16,100,92,91,7.2,1
685,18,83,82,44,3.8,1
686,16,56,65,78,3.2,1
687,21,97,100,73,7.8,1
688,16,100,94,85,8.3,1
689,16,45,44,44,0.6,0
690,21,80,93,65,5.2,1
691,19,62,84,59,4.5,1
692,16,100,100,98,6.3,1
693,21,100,100,100,8.9,1
694,20,50,72,86,4.0,1
695,18,31,42,59,0.9,0
696,18,83,82,100,6.2,1
697,16,91,100,88,7.8,1
698,19,66,72,67,4.4,1
699,19,92,57,66,3.6,1
700,20,79,66,85,4.1,1
701,16,67,87,91,6.7,1
702,18,69,61,88,4.1,1
703,19,84,76,79,5.7,1
704,16,66,65,59,5.1,1
705,22,83,70,66,4.8,1
706,19,70,100,94,6.4,1
707,21,82,70,63,4.0,1
708,22,87,100,70,4.1,1
709,19,100,79,87,6.6,1
710,18,48,68,82,3.0,1
711,17,51,67,73,3.2,1
712,22,66,67,67,2.5,1
713,20,100,81,86,6.7,1
714,20,86,71,64,4.8,1
715,18,69,63,62,2.4,1
716,19,100,82,100,6.7,1
717,16,73,48,74,3.9,1
718,19,64,80,58,3.3,1
719,18,63,84,67,4.6,1
720,20,100,92,100,8.0,1
721,19,72,74,64,4.2,1
722,20,80,97,79,6.2,1
723,22,91,100,71,6.5,1
724,16,76,84,77,5.9,1
725,22,100,87,95,7.5,1
726,20,73,84,63,3.6,1
727,20,58,63,62,2.9,1
728,17,65,60,49,2.9,1
729,17,66,78,67,4.7,1
730,22,54,77,87,3.1,1
731,21,76,78,75,5.3,1
732,22,79,90,80,5.2,1
733,17,97,88,78,7.0,1
734,20,86,88,79,5.6,1
735,18,60,60,67,4.2,1
736,22,85,95,91,5.8,1
737,20,55,54,73,2.9,1
738,18,45,81,87,4.9,1
739,18,100,63,79,5.6,1
740,17,74,79,99,5.3,1
741,22,78,84,88,5.8,1
742,19,56,59,51,3.7,1
743,16,87,91,100,7.3,1
744,17,100,100,96,8.6,1
745,17,67,61,68,1.8,1
746,19,58,61,49,2.6,1
747,16,77,93,74,5.1,1
748,20,88,87,80,4.5,1
749,21,100,100,100,8.8,1
750,22,83,63,75,5.4,1
751,21,93,90,64,7.8,1
752,20,64,21,42,0.9,0
753,17,100,86,73,6.6,1
754,16,67,84,46,3.6,1
755,17,64,75,58,3.5,1
756,18,75,74,92,4.5,1
757,17,56,48,70,2.2,1
758,17,71,84,71,5.9,1
759,20,94,100,70,5.4,1
760,20,81,98,71,5.5,1
761,20,100,87,94,6.8,1
762,21,100,80,97,8.0,1
763,18,49,98,62,4.3,1
764,20,75,75,74,6.0,1
765,16,63,87,90,5.6,1
766,21,73,63,96,5.8,1
767,19,70,78,69,5.8,1
768,16,100,80,92,8.2,1
769,22,69,56,71,4.1,1
770,22,62,44,54,1.9,1
771,16,68,72,79,3.6,1
772,20,89,86,82,6.5,1
773,19,100,100,95,5.0,1
774,19,75,84,82,4.1,1
775,21,61,75,54,2.8,1
776,19,74,85,78,5.4,1
777,22,78,89,72,6.3,1
778,18,92,95,74,5.6,1
779,20,83,44,81,4.5,1
780,19,98,71,79,5.3,1
781,21,87,62,100,5.3,1
782,22,79,57,63,5.4,1
783,18,65,50,60,2.6,1
784,17,82,66,71,5.4,1
785,17,81,85,66,4.1,1
786,18,100,92,88,7.1,1
787,22,80,54,69,5.3,1
788,21,100,92,95,6.7,1
789,18,87,60,90,4.4,1
790,20,76,74,46,4.5,1
791,20,100,100,100,8.0,1
792,17,90,74,100,5.9,1
793,19,69,69,68,3.6,1
794,21,100,94,79,6.8,1
795,17,76,67,62,3.9,1
796,19,75,71,74,5.5,1
797,19,99,100,100,8.7,1
798,20,46,55,52,2.1,1
799,22,81,77,71,4.6,1
800,16,82,79,69,5.8,1
801,22,95,73,78,6.5,1
802,16,69,57,55,2.5,1
803,18,75,59,56,1.9,1
804,20,94,94,72,7.2,1
805,19,54,65,62,3.6,1
806,21,85,60,63,3.5,1
807,16,90,92,95,8.1,1
808,22,65,72,90,5.1,1
809,19,99,91,75,5.2,1
810,16,87,62,59,4.6,1
811,16,65,61,62,2.6,1
812,16,90,71,75,6.4,1
813,21,84,91,71,5.8,1
814,20,75,72,73,5.3,1
815,21,75,65,68,4.8,1
816,17,74,75,59,4.4,1
817,19,80,60,80,6.8,1
818,20,69,59,78,4.7,1
819,20,58,80,74,4.9,1
820,20,89,96,70,6.1,1
821,22,83,85,67,5.4,1
822,20,100,100,96,8.3,1
823,21,55,81,43,1.5,1
824,20,79,87,68,5.6,1
825,18,66,54,60,3.6,1
826,19,69,75,52,3.1,1
827,20,75,63,70,4.1,1
828,19,86,69,72,5.1,1
829,18,85,61,91,5.2,1
830,18,53,51,44,2.0,0
831,19,65,54,81,3.9,1
832,16,78,87,81,5.6,1
833,17,56,62,80,3.2,1
834,22,51,45,76,2.8,1
835,16,62,44,43,0.5,0
836,16,70,79,51,3.7,1
837,21,60,80,59,2.7,1
838,22,59,41,41,3.0,0
839,22,80,64,79,4.5,1
840,16,82,53,69,3.8,1
841,20,68,65,54,2.7,1
842,21,55,30,44,0.8,0
843,21,78,93,67,5.6,1
844,18,91,100,83,6.5,1
845,22,67,81,59,4.2,1
846,16,77,64,71,4.5,1
847,18,92,69,78,5.0,1
848,19,100,93,100,8.2,1
849,17,71,68,61,1.9,1
850,21,70,51,66,4.2,1
851,19,44,57,59,1.6,1
852,19,90,70,80,5.7,1
853,20,78,69,74,4.7,1
854,17,86,88,66,5.4,1
855,19,84,60,63,5.3,1
856,19,91,87,89,7.0,1
857,17,90,83,86,6.1,1
858,17,100,88,78,6.7,1
859,19,73,61,75,2.9,1
860,17,94,100,100,7.4,1
861,19,71,61,85,3.6,1
862,19,84,72,64,3.7,1
863,20,79,84,73,5.5,1
864,16,78,84,87,5.6,1
865,19,71,68,69,2.9,1
866,18,83,78,60,4.7,1
867,21,95,96,90,8.0,1
868,22,42,41,64,2.1,0
869,16,100,100,83,8.0,1
